Released,Model,Family,Discontinued
,iPod Touch (4th generation) (32 GB),iPod Touch,30-May-13
,iPod Nano (6th gen),iPod Nano,12-Sep-12
,iPod Shuffle (4th gen),iPod Shuffle,27-Jul-17
,Apple TV (2nd gen),Apple TV,7-Mar-12
20-Oct-10,MacBook Air (Late 2010),MacBook Air,20-Jul-11
,,,
Released,Model,Family,Discontinued
10-Feb-11,iPhone 4 (CDMA) (16 & 32 GB),iPhone,4-Oct-11
24-Feb-11,MacBook Pro (Early 2011),MacBook Pro,24-Oct-11
11-Mar-11,iPad 2 (16 GB),iPad,18-Mar-14
,iPad 2 (32 & 64 GB),iPad,7-Mar-12
3-May-11,iMac (Mid 2011),iMac,30-Nov-12
21-Jun-11,AirPort Extreme 802.11n (5th gen),AirPort,10-Jun-13
,Time Capsule (4th gen),"AirPort, drives",10-Jun-13
20-Jul-11,MacBook Air (Mid 2011),MacBook Air,11-Jun-12
,Mac Mini (Mid 2011),Mac Mini,23-Oct-12
,Thunderbolt Display,Displays,23-Jun-16
14-Oct-11,iPhone 4 (8 GB),iPhone,10-Sep-13
,iPhone 4S (16 GB),iPhone,10-Sep-13
,iPhone 4S (32 & 64 GB),iPhone,12-Sep-12
24-Oct-11,MacBook Pro (Late 2011),MacBook Pro,11-Jun-12
,,,
Released,Model,Family,Discontinued
16-Mar-12,iPad (3rd gen),iPad,23-Oct-12
,Apple TV (3rd gen),Apple TV,28-Jan-13
11-Jun-12,Mac Pro (Mid 2012),Mac Pro,19-Dec-13
,MacBook Air (Mid 2012),MacBook Air,10-Jun-13
,MacBook Pro (Mid 2012),MacBook Pro,27-Oct-16
,"MacBook Pro with Retina display (3rd gen) (15"") (Mid 2012)",MacBook Pro,13-Feb-13
,AirPort Express 802.11n (2nd gen),AirPort Express,26-Apr-18
12-Sep-12,EarPods with 3.5mm connector,Headphones,current
,iPod Touch (4th generation) (16 GB),iPod Touch,30-May-13
21-Sep-12,iPhone 5,iPhone,10-Sep-13
11-Oct-12,iPod Touch (5th generation) (32 & 64 GB),iPod Touch,15-Jul-15
,iPod Nano (7th gen),iPod Nano,27-Jul-17
23-Oct-12,Mac Mini (Late 2012),Mac Mini,16-Oct-14
,"MacBook Pro with Retina display (3rd gen) (13"") (Late 2012)",MacBook Pro,13-Feb-13
2-Nov-12,iPad mini (1st gen) (Wi-Fi) (16 GB),iPad,19-Jun-15
,iPad mini (1st gen) (Wi-Fi) (32 & 64 GB),iPad,22-Oct-13
,iPad (4th gen) (Wi-Fi) (16 GB),iPad,16-Oct-14
,iPad (4th gen) (Wi-Fi) (32 & 64 GB),iPad,22-Oct-13
16-Nov-12,iPad Mini (Wi-Fi + Cellular) (16 GB),iPad,19-Jun-15
,iPad Mini (Wi-Fi + Cellular) (32 & 64 GB),iPad,22-Oct-13
,iPad (4th gen) (Wi-Fi + Cellular) (16 GB),iPad,16-Oct-14
,iPad (4th gen) (Wi-Fi + Cellular) (32 & 64 GB),iPad,22-Oct-13
30-Nov-12,"iMac (21.5"") (Late 2012)",iMac,24-Sep-13
Dec-12,"iMac (27"") (Late 2012)",iMac,24-Sep-13
,,,
Released,Model,Family,Discontinued
28-Jan-13,Apple TV (3rd generation Rev A),Apple TV,8-Sep-16
13-Feb-13,"MacBook Pro (Retina, Early 2013)",MacBook Pro,22-Oct-13
30-May-13,iPod Touch (5th generation) (16 GB),iPod Touch,26-Jun-14
10-Jun-13,AirPort Extreme 802.11ac,AirPort,26-Apr-18
,AirPort Time Capsule 802.11ac,"AirPort, drives",26-Apr-18
,MacBook Air (Mid 2013),MacBook Air,29-Apr-14
20-Sep-13,iPhone 4S (8 GB),iPhone,9-Sep-14
,iPhone 5C (16 & 32 GB),iPhone,9-Sep-14
,iPhone 5S (16 & 32 GB),iPhone,21-Mar-16
,iPhone 5S (64 GB),iPhone,9-Sep-14
24-Sep-13,"iMac (21.5-inch, Late 2013)",iMac,18-Jun-14
,"iMac (27-inch, Late 2013)",iMac,13-Oct-15
22-Oct-13,"MacBook Pro (Retina, Late 2013)",MacBook Pro,29-Jul-14
1-Nov-13,iPad Air (16 & 32 GB),iPad,21-Mar-16
,iPad Air (64 & 128 GB),iPad,16-Oct-14
12-Nov-13,iPad Mini 2 with Retina display (16 GB),iPad,7-Sep-16
,iPad Mini 2 with Retina display (32 GB),iPad,21-Mar-17
,iPad Mini 2 with Retina display (64 & 128 GB),iPad,16-Oct-14
19-Dec-13,Mac Pro (Late 2013),Mac Pro,10-Dec-19
,,,
Released,Model,Family,Discontinued
18-Mar-14,iPhone 5C (8 GB),iPhone,9-Sep-15
29-Apr-14,MacBook Air (Early 2014),MacBook Air,9-Mar-15
18-Jun-14,"iMac (21.5-inch, Mid 2014)",iMac,5-Jun-17
26-Jun-14,"iPod Touch 16GB (5th generation, Mid 2013)",iPod Touch,15-Jul-15
29-Jul-14,"MacBook Pro (Retina, Mid 2014)",MacBook Pro,9-Mar-15
19-Sep-14,iPhone 6 (16 & 64 GB),iPhone,7-Sep-16
,iPhone 6 Plus (16 & 64 GB),iPhone,7-Sep-16
,iPhone 6 (128 GB),iPhone,9-Sep-15
,iPhone 6 Plus (128 GB),iPhone,9-Sep-15
16-Oct-14,"iMac (Retina 5K, 27-inch, Late 2014)",iMac,13-Oct-15
,Mac Mini (Late 2014),Mac Mini,30-Oct-18
22-Oct-14,iPad Air 2 (16 & 64 GB),iPad,7-Sep-16
,iPad Air 2 (128 GB),iPad,21-Mar-17
,"iPad Mini 3 (16, 64 & 128 GB)",iPad,9-Sep-15
,,,
Released,Model,Family,Discontinued
9-Mar-15,"MacBook Air (13-inch, Early 2015)",MacBook Air,5-Jun-17
,"MacBook Air (11-inch, Early 2015)",MacBook Air,27-Oct-16
,"MacBook Pro (Retina, 13-inch, Early 2015)",MacBook Pro,5-Jun-17
10-Apr-15,"MacBook (Retina, 12-inch, Early 2015)",MacBook,19-Apr-16
24-Apr-15,Apple Watch (1st generation),Apple Watch,7-Sep-16
,Apple Watch Sport (1st generation),Apple Watch,7-Sep-16
,Apple Watch Edition (1st generation),Apple Watch,7-Sep-16
19-May-15,"MacBook Pro (Retina, 15-inch, Mid 2015)",MacBook Pro,12-Jul-18
,"iMac (Retina 5K, 27-inch, Mid 2015)",iMac,13-Oct-15
15-Jul-15,iPod Touch (6th generation) (32 GB and 128 GB),iPod Touch,28-May-19
,iPod Touch (6th generation) (16 GB and 64 GB),iPod Touch,27-Jul-17
9-Sep-15,iPad Mini 4 (16 GB and 64 GB),iPad,7-Sep-16
,iPad Mini 4 (32 GB),iPad,21-Mar-17
,iPad Mini 4 (128 GB),iPad,18-Mar-19
25-Sep-15,iPhone 6S (16GB and 64GB),iPhone,7-Sep-16
,iPhone 6S (128 GB),iPhone,12-Sep-18
,iPhone 6S Plus (16GB and 64GB),iPhone,7-Sep-16
,iPhone 6S Plus (128 GB),iPhone,12-Sep-18
13-Oct-15,"iMac (21.5-inch, Late 2015)",iMac,5-Jun-17
,"iMac (Retina 4K, 21.5-inch, Late 2015)",iMac,5-Jun-17
,"iMac (Retina 5K, 27-inch, Late 2015)",iMac,5-Jun-17
,Magic Mouse 2,Pointing devices,current
,Magic Trackpad 2,Pointing devices,current
,Magic Keyboard,Keyboards,21-May-21
30-Oct-15,Apple TV HD (previously Apple TV (4th generation)) (32 GB),Apple TV,18-Oct-22
,Apple TV HD (previously Apple TV (4th generation)) (64 GB),Apple TV,12-Sep-17
,Siri Remote (1st generation),Apple TV,20-Apr-21
11-Nov-15,iPad Pro (12.9-inch) (32 and 128 GB),iPad,5-Jun-17
,Apple Pencil,iPad,current
,,,
Released,Model,Family,Discontinued
31-Mar-16,iPad Pro (9.7-inch),iPad,5-Jun-17
,iPhone SE (1st generation) (16 & 64 GB),iPhone,21-Mar-17
,iPad Pro (12.9-inch) (256 GB),iPad,5-Jun-17
19-Apr-16,"MacBook (Retina, 12-inch, Early 2016)",MacBook,5-Jun-17
7-Sep-16,iPad Air 2 (32 GB),iPad,21-Mar-17
16-Sep-16,iPhone 7 (32 & 128 GB),iPhone,10-Sep-19
,iPhone 7 (256 GB),iPhone,12-Sep-17
,iPhone 7 Plus (32 & 128 GB),iPhone,10-Sep-19
,iPhone 7 Plus (256 GB),iPhone,12-Sep-17
,EarPods with Lightning Connector,Headphones,current
,iPhone 6S (32 GB),iPhone,12-Sep-18
,iPhone 6S Plus (32 GB),iPhone,12-Sep-18
,Apple Watch Series 1,Apple Watch,12-Sep-18
,Apple Watch Series 2,Apple Watch,12-Sep-17
,Apple Watch Hermès Series 2,Apple Watch,12-Sep-17
,Apple Watch Edition Series 2,Apple Watch,12-Sep-17
27-Oct-16,"MacBook Pro (13-inch, 2016, Two Thunderbolt 3 ports)",MacBook Pro,5-Jun-17
,"MacBook Pro (13-inch, 2016, Four Thunderbolt 3 ports)",MacBook Pro,5-Jun-17
,"MacBook Pro (15-inch, 2016)",MacBook Pro,5-Jun-17
28-Oct-16,Apple Watch Nike+ Series 2,Apple Watch,12-Sep-17
19-Dec-16,AirPods (1st generation),Headphones,20-Mar-19
,,,
Released,Model,Family,Discontinued
21-Mar-17,iPhone SE (1st generation) (32 GB and 128 GB),iPhone,12-Sep-18
24-Mar-17,iPad (5th generation),iPad,27-Mar-18
5-Jun-17,iPad Pro (12.9-inch) (2nd generation),iPad,7-Nov-18
,iPad Pro (10.5-inch),iPad,18-Mar-19
,"MacBook Air (13-inch, 2017)",MacBook Air,9-Jul-19
,"MacBook (Retina, 12-inch, 2017)",MacBook,9-Jul-19
,"MacBook Pro (13-inch, 2017, Two Thunderbolt 3 ports)",MacBook Pro,9-Jul-19
,"MacBook Pro (13-inch, 2017, Four Thunderbolt 3 ports)",MacBook Pro,12-Jul-18
,"MacBook Pro (15-inch, 2017)",MacBook Pro,12-Jul-18
,"iMac (21.5-inch, 2017)",iMac,30-Oct-21
,"iMac (Retina 4K, 21.5-inch, 2017)",iMac,19-Mar-19
,"iMac (Retina 5K, 27-inch, 2017)",iMac,19-Mar-19
,Magic Keyboard with Numeric Keypad,Keyboards,current
22-Sep-17,Apple TV 4K (1st generation),Apple TV,20-Apr-21
,Apple Watch Series 3,Apple Watch,7-Sep-22
,Apple Watch Hermès Series 3,Apple Watch,12-Sep-18
,Apple Watch Edition Series 3,Apple Watch,12-Sep-18
,Apple Watch Nike+ Series 3,Apple Watch,15-Sep-20
,iPhone 8 (64 GB),iPhone,15-Apr-20
,iPhone 8 (256 GB),iPhone,10-Sep-19
,iPhone 8 Plus (64 GB),iPhone,15-Apr-20
,iPhone 8 Plus (256 GB),iPhone,10-Sep-19
3-Nov-17,iPhone X,iPhone,12-Sep-18
14-Dec-17,iMac Pro (2017),iMac,5-Mar-21
,,,
Released,Model,Family,Discontinued
9-Feb-18,HomePod (first generation),Speakers,12-Mar-21
27-Mar-18,iPad (6th generation),iPad,10-Sep-19
12-Jul-18,"MacBook Pro (13-inch, 2018, Four Thunderbolt 3 ports)",MacBook Pro,21-May-19
,"MacBook Pro (15-inch, 2018)",MacBook Pro,21-May-19
21-Sep-18,Apple Watch Series 4,Apple Watch,10-Sep-19
,Apple Watch Hermès Series 4,Apple Watch,10-Sep-19
,Apple Watch Nike+ Series 4,Apple Watch,10-Sep-19
,iPhone XS,iPhone,10-Sep-19
,iPhone XS Max,iPhone,10-Sep-19
26-Oct-18,iPhone XR (64 GB and 128 GB),iPhone,14-Sep-21
,iPhone XR (256 GB),iPhone,10-Sep-19
30-Oct-18,Apple Pencil (2nd generation),iPad,current
7-Nov-18,iPad Pro (11-inch) (1st generation),iPad,18-Mar-20
,iPad Pro (12.9-inch) (3rd generation),iPad,18-Mar-20
,"MacBook Air (Retina, 13-inch, 2018)",MacBook Air,9-Jul-19
,Mac Mini (2018) (Intel Core i3),Mac Mini,17-Nov-20
,Mac Mini (2018) (Intel Core i5 and i7),Mac Mini,17-Jan-23
,,,
Released,Model,Family,Discontinued
18-Mar-19,iPad Air (3rd generation),iPad,15-Sep-20
,iPad Mini (5th generation),iPad,14-Sep-21
19-Mar-19,"iMac (Retina 4K, 21.5-inch, 2019)",iMac,20-Apr-21
,"iMac (Retina 5K, 27-inch, 2019)",iMac,4-Aug-20
20-Mar-19,AirPods (2nd generation),Headphones,current
21-May-19,"MacBook Pro (13-inch, 2019, Four Thunderbolt 3 ports)",MacBook Pro,4-May-20
,"MacBook Pro (15-inch, 2019)",MacBook Pro,13-Nov-19
28-May-19,iPod Touch (7th generation),iPod Touch,10-May-22
9-Jul-19,"MacBook Air (Retina, 13-inch, 2019)",MacBook Air,18-Mar-20
,"MacBook Pro (13-inch, 2019, Two Thunderbolt 3 ports)",MacBook Pro,4-May-20
20-Aug-19,Apple Card,iPhone accessories,current
20-Sep-19,Apple Watch Series 5,Apple Watch,15-Sep-20
,Apple Watch Hermès Series 5,Apple Watch,15-Sep-20
,Apple Watch Nike Series 5,Apple Watch,15-Sep-20
,Apple Watch Edition Series 5,Apple Watch,15-Sep-20
,iPhone 8 (128 GB),iPhone,15-Apr-20
,iPhone 8 Plus (128 GB),iPhone,15-Apr-20
,iPhone 11,iPhone,7-Sep-22
,iPhone 11 Pro,iPhone,13-Oct-20
,iPhone 11 Pro Max,iPhone,13-Oct-20
25-Sep-19,iPad (7th generation),iPad,15-Sep-20
30-Oct-19,AirPods Pro,Headphones,7-Sep-22
13-Nov-19,"MacBook Pro (16-inch, 2019)",MacBook Pro,18-Oct-21
10-Dec-19,Mac Pro (2019),Mac Pro,5-Jun-23
,Pro Display XDR,Displays,current
,,,
Released,Model,Family,Discontinued
18-Mar-20,iPad Pro (11-inch) (2nd generation),iPad,20-Apr-21
,iPad Pro (12.9-inch) (4th generation),iPad,20-Apr-21
,Magic Keyboard for iPad,Keyboards,current
,"MacBook Air (Retina, 13-inch, 2020)",MacBook Air,17-Nov-20
24-Apr-20,iPhone SE (2nd generation),iPhone,8-Mar-22
4-May-20,"MacBook Pro (13-inch, 2020, Four Thunderbolt 3 ports)",MacBook Pro,18-Oct-21
,"MacBook Pro (13-inch, 2020, Two Thunderbolt 3 ports)",MacBook Pro,17-Nov-20
4-Aug-20,"iMac (Retina 5K, 27-inch, 2020)",iMac,8-Mar-22
18-Sep-20,Apple Watch Series 6,Apple Watch,8-Oct-21
,Apple Watch Hermès Series 6,Apple Watch,8-Oct-21
,Apple Watch Nike Series 6,Apple Watch,8-Oct-21
,Apple Watch SE,Apple Watch,7-Sep-22
,iPad (8th generation),iPad,14-Sep-21
23-Oct-20,iPad Air (4th generation),iPad,8-Mar-22
,iPhone 12,iPhone,12-Sep-23
,iPhone 12 Pro,iPhone,14-Sep-21
13-Nov-20,iPhone 12 Mini,iPhone,7-Sep-22
,iPhone 12 Pro Max,iPhone,14-Sep-21
,MagSafe Charger,iPhone accessories,current
,MagSafe Duo Charger,iPhone accessories,12-Sep-23
16-Nov-20,HomePod Mini,Speakers,current
17-Nov-20,"Mac Mini (M1, 2020)",Mac Mini,17-Jan-23
,"MacBook Air (13-inch, M1, 2020)",MacBook Air,4-Mar-24
,"MacBook Pro (13-inch, M1, 2020)",MacBook Pro,6-Jun-22
15-Dec-20,AirPods Max,Headphones,current
,,,
Released,Model,Family,Discontinued
30-Apr-21,AirTag,iPhone accessories,current
21-May-21,Apple TV 4K (2nd generation),Apple TV,18-Oct-22
,Siri Remote (2nd generation),Apple TV,18-Oct-22
,"iMac (24-inch, M1, 2021)",iMac,30-Oct-23
,Magic Keyboard (2021),Keyboards,current
,Magic Keyboard with Touch ID,Keyboards,current
,Magic Keyboard with Touch ID and Numeric Keypad,Keyboards,current
,iPad Pro (11-inch) (3rd generation),iPad,18-Oct-22
,iPad Pro (12.9-inch) (5th generation),iPad,18-Oct-22
13-Jul-21,MagSafe Battery Pack,iPhone accessories,12-Sep-23
24-Sep-21,iPad (9th generation),iPad,7-May-24
,iPad Mini (6th generation),iPad,current
,iPhone 13,iPhone,current
,iPhone 13 Mini,iPhone,12-Sep-23
,iPhone 13 Pro,iPhone,7-Sep-22
,iPhone 13 Pro Max,iPhone,September 7. 2022
8-Oct-21,Apple Watch Series 7,Apple Watch,7-Sep-22
26-Oct-21,AirPods (3rd generation),Headphones,current
,MagSafe Charging Case for AirPods Pro,Headphones,7-Sep-22
,"MacBook Pro (14-inch, M1 Pro and M1 Max, 2021)",MacBook Pro,17-Jan-23
,"MacBook Pro (16-inch, M1 Pro and M1 Max, 2021)",MacBook Pro,17-Jan-23
,Apple Polishing Cloth,Cleaning aid,current
,,,
Released,Model,Family,Discontinued
18-Mar-22,Apple Studio Display,Displays,current
,iPad Air (5th generation),iPad,7-May-24
,iPhone SE (3rd generation),iPhone,current
,Mac Studio,Mac Studio,5-Jun-23
24-Jun-22,"MacBook Pro (13-inch, M2, 2022)",MacBook Pro,30-Oct-23
15-Jul-22,"MacBook Air (13-inch, M2, 2022)",MacBook Air,current
16-Sep-22,Apple Watch Series 8,Apple Watch,12-Sep-23
,Apple Watch SE (2nd generation),Apple Watch,current
,iPhone 14,iPhone,current
,iPhone 14 Pro,iPhone,12-Sep-23
,iPhone 14 Pro Max,iPhone,12-Sep-23
23-Sep-22,"AirPods Pro (2nd generation, Lightning case)",Headphones,12-Sep-23
,Apple Watch Ultra,Apple Watch,12-Sep-23
7-Oct-22,iPhone 14 Plus,iPhone,current
26-Oct-22,iPad (10th generation),iPad,current
,iPad Pro (11-inch) (4th generation),iPad,7-May-24
,iPad Pro (12.9-inch) (6th generation),iPad,7-May-24
4-Nov-22,Apple TV 4K (3rd generation),Apple TV,current
,Siri Remote (3rd generation),Apple TV,current
,,,
Released,Model,Family,Discontinued
24-Jan-23,"Mac Mini (M2/M2 Pro, 2023)",Mac Mini,current
,"MacBook Pro (M2 Pro/M2 Max) (14-inch, 2023)",MacBook Pro,30-Oct-23
,"MacBook Pro (M2 Pro/M2 Max) (16-inch, 2023)",MacBook Pro,30-Oct-23
3-Feb-23,HomePod (2nd generation),Speakers,current
13-Jun-23,"Mac Studio (M2 Max/M2 Ultra, 2023)",Mac Studio,current
,"Mac Pro (M2 Ultra, 2023)",Mac Pro,current
,"MacBook Air (15-inch, M2, 2023)",MacBook Air,4-Mar-24
22-Sep-23,Apple Watch Series 9,Apple Watch,current
,Apple Watch Ultra 2,Apple Watch,current
,iPhone 15,iPhone,current
,iPhone 15 Plus,iPhone,current
,iPhone 15 Pro,iPhone,current
,iPhone 15 Pro Max,iPhone,current
,"AirPods Pro (2nd generation, USB-C case)",Headphones,current
,EarPods (USB-C),Headphones,current
1-Nov-23,Apple Pencil (USB-C),iPad,current
7-Nov-23,iMac 24-inch (M3),iMac,current
,"MacBook Pro (M3/M3 Pro/M3 Max) (14-inch, 2023)",MacBook Pro,current
,"MacBook Pro (M3 Pro/M3 Max) (16-inch, 2023)",MacBook Pro,current
,,,
Released,Model,Family,Discontinued
2-Feb-24,Apple Vision Pro,Apple Vision Pro,current
8-Mar-24,MacBook Air 13-in. (M3),MacBook Air,current
,MacBook Air 15-in. (M3),MacBook Air,current
15-May-24,Apple Pencil Pro,iPad,current
,iPad Air 11-in (M2),iPad,current
,iPad Air 13-in (M2),iPad,current
,iPad Pro 11-in. (M4),iPad,current
,iPad Pro 13-in. (M4),iPad,current
,,,
v,,,
t,,,
e,,,
,,,
Apple hardware,,,
Apple II,Apple I,,
family,Apple II series,,
,II,,
,II Plus,,
,IIe,,
,IIe Card,,
,Processor Direct Slot,,
,IIc,,
,IIc Plus,,
,IIGS,,
,Apple III,,
,Apple Lisa,,
,Macintosh XL,,
,,,
Mac,Desktops,Compact,
,,128K,
,,512K,
,,512Ke,
,,Plus,
,,SE,
,,SE/30,
,,Classic,
,,Classic II,
,,Color Classic,
,,II family,
,,II,
,,IIx,
,,IIcx,
,,IIci,
,,IIfx,
,,IIsi,
,,IIvi,
,,IIvx,
,,LC family,
,,LC,
,,LC II,
,,LC III,
,,LC 475,
,,LC 500 series,
,,LC 630,
,,5200 LC,
,,Macintosh TV,
,,Quadra,
,,610,
,,650,
,,660AV,
,,605,
,,630,
,,700,
,,900,
,,950,
,,800,
,,840AV,
,,Performa,
,,Centris,
,,Power Macintosh,
,,4400 and 7220,
,,5000 series,
,,5200 LC and 5300 LC,
,,5260,
,,5400,
,,5500,
,,6000 series,
,,6100,
,,6200 and 6300,
,,6400,
,,6500,
,,7000 series,
,,7100,
,,7200 and 8200,
,,7300,
,,7500,
,,7600,
,,8000 series,
,,8100,
,,8500,
,,8600,
,,9000 series,
,,9500,
,,9600,
,,G3,
,,G4,
,,G4 Cube,
,,G5,
,,20th Anniversary,
,,iMac,
,,G3,
,,G4,
,,G5,
,,Intel,
,,Pro,
,,Apple silicon,
,,eMac,
,,Mac Pro,
,,Mac Mini,
,,Mac Studio,
,,,
,Laptops,Macintosh Portable,
,,PowerBook,
,,100 series,
,,100,
,,140,
,,170,
,,160,
,,180,
,,150,
,,190,
,,Duo,
,,210,
,,230,
,,500 series,
,,5300,
,,1400,
,,3400c,
,,2400c,
,,G3,
,,G4,
,,iBook,
,,MacBook,
,,2006–2012,
,,2015–2019,
,,MacBook Air,
,,Intel,
,,Apple silicon,
,,MacBook Pro,
,,Intel,
,,Apple silicon,
,,,
,Servers,Workgroup Server,
,,9150,
,,Network Server,
,,Xserve,
,,,
Devices,iPhone,1st,
,,3G,
,,3GS,
,,4,
,,4S,
,,5,
,,5C,
,,5S,
,,6 / 6 Plus,
,,6S / 6S Plus,
,,7 / 7 Plus,
,,8 / 8 Plus,
,,X,
,,XR,
,,XS / XS Max,
,,11,
,,11 Pro / 11 Pro Max,
,,12 / 12 Mini,
,,12 Pro / 12 Pro Max,
,,13 / 13 Mini,
,,13 Pro / 13 Pro Max,
,,14 / 14 Plus,
,,14 Pro / 14 Pro Max,
,,15 / 15 Plus,
,,15 Pro / 15 Pro Max,
,,iPhone SE,
,,1st,
,,2nd,
,,3rd,
,,,
,iPad,1st,
,,2,
,,3rd,
,,4th,
,,5th,
,,6th,
,,7th,
,,8th,
,,9th,
,,10th,
,,iPad Air,
,,1st,
,,2,
,,3rd,
,,4th,
,,5th,
,,6th,
,,iPad Mini,
,,1st,
,,2,
,,3,
,,4,
,,5th,
,,6th,
,,iPad Pro,
,,9.7 / 12.9 (1st),
,,10.5 / 12.9 (2nd),
,,11 (1st) / 12.9 (3rd),
,,11 (2nd) / 12.9 (4th),
,,11 (3rd) / 12.9 (5th),
,,11 (4th) / 12.9 (6th),
,,11 (5th) / 13,
,,,
,iPod,Classic,
,,Mini,
,,Nano,
,,Shuffle,
,,Touch,
,,1st,
,,2nd,
,,3rd,
,,4th,
,,5th,
,,6th,
,,7th,
,,,
,Unreleased,AirPower,
,,Interactive Television Box,
,,Mac NC,
,,W.A.L.T.,
,,,
,Apple TV,,
,Apple Watch,,
,Ultra,,
,Beddit,,
,Newton,,
,MessagePad,,
,eMate 300,,
,Paladin,,
,Pippin,,
,Bandai,,
,PowerCD,,
,QuickTake,,
,Vision Pro,,
,,,
Accessories,Audio,AirPods,
,,Pro,
,,Max,
,,Beats,
,,Pill,
,,Headphones,
,,Speakers,
,,iPod Hi-Fi,
,,SoundSticks,
,,HomePod,
,,Mini,
,,,
,Displays,Monitor III,
,,Monitor II,
,,AppleColor Composite IIe,
,,AppleColor High-Resolution RGB,
,,Color,
,,AudioVision 14,
,,Multiple Scan 14,
,,ColorSync 750,
,,Studio Display,
,,Studio (1998–2004),
,,Studio (2022),
,,Cinema,
,,Thunderbolt,
,,Pro Display XDR,
,,,
,Drives,Disk II,
,,Macintosh,
,,ProFile,
,,Hard Disk 20,
,,Hard Disk 20SC,
,,AppleCD,
,,PowerCD,
,,Tape Drive 40SC,
,,SuperDrive,
,,Xserve RAID,
,,,
,Input,Desktop Bus,
,,iPad accessories,
,,Pencil,
,,iSight,
,,Keyboards,
,,Extended,
,,Adjustable,
,,Wireless,
,,Magic,
,,,
,,Mice and trackpads,
,,USB,
,,Mighty,
,,Magic,
,,Magic Trackpad,
,,Remote,
,,Siri Remote,
,,Scanner,
,,OneScanner,
,,,
,iPod,Click wheel,
,,Nike+iPod,
,,,
,Networking,AirPort,
,,Express,
,,Extreme,
,,Time Capsule,
,,Apple II serial cards,
,,USB Modem,
,,LocalTalk,
,,Communication Slot,
,,GeoPort,
,,,
,Printers,Silentype,
,,Dot Matrix Printer,
,,Letter Quality Printer,
,,ImageWriter,
,,LaserWriter,
,,410 Color Plotter,
,,Color LaserWriter,
,,StyleWriter,
,,,
,Security,AirTag,
,,,
Silicon,A series,,
,A4,,
,A5,,
,A5X,,
,A6,,
,A6X,,
,A7,,
,A8,,
,A8X,,
,A9,,
,A9X,,
,A10,,
,A10X,,
,A11,,
,A12,,
,A12X/A12Z,,
,A13,,
,A14,,
,A15,,
,A16,,
,A17,,
,H series,,
,H1,,
,H2,,
,M series,,
,M1,,
,M2,,
,M3,,
,M4,,
,R series,,
,R1,,
,S series,,
,S1,,
,S1P,,
,S2,,
,S3,,
,S4,,
,S5,,
,S6,,
,S7,,
,S8,,
,S9,,
,T series,,
,T1,,
,T2,,
,U series,,
,U1,,
,W series,,
,W1,,
,W2,,
,W3,,
,,,
Hardware lists,,,
Macs,,,
iPhones,,,
iPads,,,
Timeline of Apple Inc. products,,,
,,,